IDText;Text;new_text;Tokeniz;dibakukan;stemmed;pre_stem;Kelas_SVM;manual;Kelas_RF;Kelas_SVM_SMOTE_Minority;Kelas_SOMTERF;Kelas_SVM_SMOTE2;Kelas_Voting_Hard;Kelas_Stacking;Kelas_PCAVoting_Hard;Kelas_PCA_Stacking;Kelas_Stacking2;Kelas_Stacking3
TXT0335;"Ngomong-ngomong soal mengkritik Anies pas jadi gubernur, aku punya cerita lucu nih. Habis kritik rumah DP 0 rupiah, terus diajak ketemuan sama alm. mas Jati (lingkaran Anies pasti kenal mas Jati). Kami ketemuan di warkop di sekitar blok M sesudah magrib. 

Intinya protes soal berita itu. Dia jelasin panjang lebar soal proyek Anies itu, dan kritikku keliru. Jadi perdebatan panjang banget lah. 

Part lucunya nih, udah kelar debat, udah ngobrolin yang lain, warkop udah mau tutup. Eh balik lagi bahas DP 0 rupiah. Debat lagi, sampai Ã¢Â€ÂœdiusirÃ¢Â€Â penjaga warkop karena udah mau tutup.

Udah dong keluar dari warkop. Kami jalan ke parkiran. Di parkiran, mas Jati memulai debat lagi. Jadi kami berdiri di parkiran, debatin rumah DP 0 rupiah. Keknya sampai jam 12 malam lewat di sana. Arbi (temen yang ikut liputan) sampe marah2, udah mau pulang masih ribut. Ini momen kocak banget kalau diinget2. Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£

DonÃ¢Â€Â™t get wrong, sesungguhnya respons begitu lebih menyenangkan buat wartawan ketimbang dikit-dikit lapor polisi atau nyerang di medsos. Sisi baiknya, kadang dapat spill-an info internal yang menarik buat di follow up jadi liputan. [RE mawakresna]";mengkritik anies pas gubernur cerita lucu nih habis kritik rumah dp rupiah diajak ketemuan alm mas jati lingkaran anies kenal mas jati ketemuan warkop blok m magrib intinya protes berita jelasin lebar proyek anies kritikku keliru perdebatan banget part lucunya nih udah kelar debat udah ngobrolin warkop udah tutup eh bahas dp rupiah debat diusir penjaga warkop udah tutupudah warkop jalan parkiran parkiran mas jati debat berdiri parkiran debatin rumah dp rupiah keknya jam malam arbi temen liputan sampe udah pulang ribut momen kocak banget dont get wrong sesungguhnya respons menyenangkan wartawan ketimbang dikitdikit lapor polisi nyerang medsos sisi baiknya kadang spillan info internal menarik follow up liputan;['mengkritik', 'anies', 'pas', 'gubernur', 'cerita', 'lucu', 'nih', 'habis', 'kritik', 'rumah', 'dp', 'rupiah', 'diajak', 'ketemuan', 'alm', 'mas', 'jati', 'lingkaran', 'anies', 'kenal', 'mas', 'jati', 'ketemuan', 'warkop', 'blok', 'm', 'magrib', 'intinya', 'protes', 'berita', 'jelasin', 'lebar', 'proyek', 'anies', 'kritikku', 'keliru', 'perdebatan', 'banget', 'part', 'lucunya', 'nih', 'udah', 'kelar', 'debat', 'udah', 'ngobrolin', 'warkop', 'udah', 'tutup', 'eh', 'bahas', 'dp', 'rupiah', 'debat', 'diusir', 'penjaga', 'warkop', 'udah', 'tutupudah', 'warkop', 'jalan', 'parkiran', 'parkiran', 'mas', 'jati', 'debat', 'berdiri', 'parkiran', 'debatin', 'rumah', 'dp', 'rupiah', 'keknya', 'jam', 'malam', 'arbi', 'temen', 'liputan', 'sampe', 'udah', 'pulang', 'ribut', 'momen', 'kocak', 'banget', 'dont', 'get', 'wrong', 'sesungguhnya', 'respons', 'menyenangkan', 'wartawan', 'ketimbang', 'dikitdikit', 'lapor', 'polisi', 'nyerang', 'medsos', 'sisi', 'baiknya', 'kadang', 'spillan', 'info', 'internal', 'menarik', 'follow', 'up', 'liputan'];['mengkritik', 'anies', 'pas', 'gubernur', 'cerita', 'lucu', 'nih', 'habis', 'kritik', 'rumah', 'dp', 'rupiah', 'diajak', 'ketemuan', 'almarhum', 'mas', 'jati', 'lingkaran', 'anies', 'kenal', 'mas', 'jati', 'ketemuan', 'warung kopi', 'blok', 'sama', 'magrib', 'intinya', 'protes', 'berita', 'jelasin', 'lebar', 'proyek', 'anies', 'kritikku', 'keliru', 'perdebatan', 'banget', 'part', 'lucunya', 'nih', 'sudah', 'kelar', 'debat', 'sudah', 'ngobrolin', 'warung kopi', 'sudah', 'tutup', 'eh', 'bahas', 'dp', 'rupiah', 'debat', 'diusir', 'penjaga', 'warung kopi', 'sudah', 'tutupudah', 'warung kopi', 'jalan', 'parkiran', 'parkiran', 'mas', 'jati', 'debat', 'berdiri', 'parkiran', 'debatin', 'rumah', 'dp', 'rupiah', 'kayaknya', 'jam', 'malam', 'arbi', 'teman', 'liputan', 'sampai', 'sudah', 'pulang', 'ribut', 'momen', 'kocak', 'banget', 'dont', 'get', 'wrong', 'sesungguhnya', 'respons', 'menyenangkan', 'wartawan', 'ketimbang', 'dikitdikit', 'lapor', 'polisi', 'menyerang', 'medsos', 'sisi', 'baiknya', 'kadang', 'spillan', 'info', 'internal', 'menarik', 'follow', 'up', 'liputan'];['kritik', 'anies', 'pas', 'gubernur', 'cerita', 'lucu', 'nih', 'habis', 'kritik', 'rumah', 'dp', 'rupiah', 'ajak', 'ketemu', 'almarhum', 'mas', 'jati', 'lingkar', 'anies', 'kenal', 'mas', 'jati', 'ketemu', 'warung kopi', 'blok', 'sama', 'magrib', 'inti', 'protes', 'berita', 'jelasin', 'lebar', 'proyek', 'anies', 'kritik', 'keliru', 'debat', 'banget', 'part', 'lucu', 'nih', 'sudah', 'kelar', 'debat', 'sudah', 'ngobrolin', 'warung kopi', 'sudah', 'tutup', 'eh', 'bahas', 'dp', 'rupiah', 'debat', 'usir', 'jaga', 'warung kopi', 'sudah', 'tutupudah', 'warung kopi', 'jalan', 'parkir', 'parkir', 'mas', 'jati', 'debat', 'diri', 'parkir', 'debatin', 'rumah', 'dp', 'rupiah', 'kayak', 'jam', 'malam', 'arbi', 'teman', 'liput', 'sampai', 'sudah', 'pulang', 'ribut', 'momen', 'kocak', 'banget', 'dont', 'get', 'wrong', 'sungguh', 'respons', 'senang', 'wartawan', 'ketimbang', 'dikitdikit', 'lapor', 'polisi', 'serang', 'medsos', 'sisi', 'baik', 'kadang', 'spillan', 'info', 'internal', 'tarik', 'follow', 'up', 'liput'];kritik anies pas gubernur cerita lucu nih habis kritik rumah dp rupiah ajak ketemu almarhum mas jati lingkar anies kenal mas jati ketemu warung kopi blok sama magrib inti protes berita jelasin lebar proyek anies kritik keliru debat banget part lucu nih sudah kelar debat sudah ngobrolin warung kopi sudah tutup eh bahas dp rupiah debat usir jaga warung kopi sudah tutupudah warung kopi jalan parkir parkir mas jati debat diri parkir debatin rumah dp rupiah kayak jam malam arbi teman liput sampai sudah pulang ribut momen kocak banget dont get wrong sungguh respons senang wartawan ketimbang dikitdikit lapor polisi serang medsos sisi baik kadang spillan info internal tarik follow up liput;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Politik;Sosial Budaya;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0336;"Pertumbuhan ekonomi 7%, Ganjar Pranowo emang pilihan tepat buat bangun Indonesia yang lebih baik! @lestimirna_ Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/Xqv71P6e0J";pertumbuhan ekonomi emang pilihan bangun indonesia lestimirna happy new year;['pertumbuhan', 'ekonomi', 'emang', 'pilihan', 'bangun', 'indonesia', 'lestimirna', 'happy', 'new', 'year'];['pertumbuhan', 'ekonomi', 'memang', 'pilihan', 'bangun', 'indonesia', 'lestimirna', 'happy', 'new', 'year'];['tumbuh', 'ekonomi', 'memang', 'pilih', 'bangun', 'indonesia', 'lestimirna', 'happy', 'new', 'year'];tumbuh ekonomi memang pilih bangun indonesia lestimirna happy new year;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0337;Bulan depan, People Party democracy bukan cuma party biasa, tapi party demokrasi! Dan kita semua bakal berpesta ria dengan memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/VtNKMfrdd0;people party democracy party party demokrasi berpesta ria memilih jnk;['people', 'party', 'democracy', 'party', 'party', 'demokrasi', 'berpesta', 'ria', 'memilih', 'jnk'];['people', 'party', 'democracy', 'party', 'party', 'demokrasi', 'berpesta', 'ria', 'memilih', 'jnk'];['people', 'party', 'democracy', 'party', 'party', 'demokrasi', 'pesta', 'ria', 'pilih', 'jnk'];people party democracy party party demokrasi pesta ria pilih jnk;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0338;Pasangan Duet Capres Cawapres Ganjar Pranowo  dan Prof Mahfud MD lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk Indonesia!JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/p9YFimKo4b;pasangan duet cawapres prof md fokus bikin regulasi hukum bikin investor mikir kali masuk jnk;['pasangan', 'duet', 'cawapres', 'prof', 'md', 'fokus', 'bikin', 'regulasi', 'hukum', 'bikin', 'investor', 'mikir', 'kali', 'masuk', 'jnk'];['pasangan', 'duet', 'cawapres', 'prof', 'md', 'fokus', 'bikin', 'regulasi', 'hukum', 'bikin', 'investor', 'mikir', 'kali', 'masuk', 'jnk'];['pasang', 'duet', 'cawapres', 'prof', 'md', 'fokus', 'bikin', 'regulasi', 'hukum', 'bikin', 'investor', 'mikir', 'kali', 'masuk', 'jnk'];pasang duet cawapres prof md fokus bikin regulasi hukum bikin investor mikir kali masuk jnk;Ekonomi;Politik;Ekonomi;Ekonomi;Politik;Ekonomi;Ekonomi;Ekonomi;Ideologi;Politik;Politik;Ekonomi
TXT0339;"@MurtadhaOne1 ""Anies bacot"" tapikan emang debat kudu ngomong, bukan ngangongÃ‚Â² ditanya apa jawab apa, dan apa itu ber""etika"" seperti itu?
Eh tapikan etik ndasmu";anies bacot tapikan emang debat kudu ngangong beretika itueh tapikan etik ndasmu;['anies', 'bacot', 'tapikan', 'emang', 'debat', 'kudu', 'ngangong', 'beretika', 'itueh', 'tapikan', 'etik', 'ndasmu'];['anies', 'bacot', 'tapikan', 'memang', 'debat', 'kudu', 'ngangong', 'beretika', 'itueh', 'tapikan', 'etik', 'ndasmu'];['anies', 'bacot', 'tapi', 'memang', 'debat', 'kudu', 'ngangong', 'etika', 'itueh', 'tapi', 'etik', 'ndasmu'];anies bacot tapi memang debat kudu ngangong etika itueh tapi etik ndasmu;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0340;Korupsi Membahayakan Bangsa, Prabowo Subianto Tegaskan Siap Perkuat KPK dan Penegak Hukum Lainnya via @kedaipenacom https://t.co/ctgBezQqHt;korupsi membahayakan bangsa subianto tegaskan perkuat kpk penegak hukum via kedaipenacom;['korupsi', 'membahayakan', 'bangsa', 'subianto', 'tegaskan', 'perkuat', 'kpk', 'penegak', 'hukum', 'via', 'kedaipenacom'];['korupsi', 'membahayakan', 'bangsa', 'subianto', 'tegaskan', 'perkuat', 'kpk', 'penegak', 'hukum', 'via', 'kedaipenacom'];['korupsi', 'bahaya', 'bangsa', 'subianto', 'tegas', 'kuat', 'kpk', 'tegak', 'hukum', 'via', 'kedaipenacom'];korupsi bahaya bangsa subianto tegas kuat kpk tegak hukum via kedaipenacom;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0341;"Keberhasilan Ganjar-Mahfud akan membawa kebahagiaan dan kesejahteraan bagi setiap warga Indonesia. @Santimalvaa 
Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/XAGyPGOWYA";keberhasilan membawa kebahagiaan kesejahteraan warga indonesia santimalvaa happy new year;['keberhasilan', 'membawa', 'kebahagiaan', 'kesejahteraan', 'warga', 'indonesia', 'santimalvaa', 'happy', 'new', 'year'];['keberhasilan', 'membawa', 'kebahagiaan', 'kesejahteraan', 'warga', 'indonesia', 'santimalvaa', 'happy', 'new', 'year'];['hasil', 'bawa', 'bahagia', 'sejahtera', 'warga', 'indonesia', 'santimalvaa', 'happy', 'new', 'year'];hasil bawa bahagia sejahtera warga indonesia santimalvaa happy new year;Demografi;Politik;Demografi;Demografi;Politik;Demografi;Demografi;Demografi;Demografi;Demografi;Politik;Demografi
TXT0342;PDIP Sentil Food Estate Prabowo Babat Hutan: Bu Mega Menaruh Perhatian - CNN Indonesia https://t.co/AFSsBYh5pb #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE AzzrielAzaryahu];pdip sentil food estate babat hutan bu mega menaruh perhatian cnn indonesia indonesiakuatindonesiamaju;['pdip', 'sentil', 'food', 'estate', 'babat', 'hutan', 'bu', 'mega', 'menaruh', 'perhatian', 'cnn', 'indonesia', 'indonesiakuatindonesiamaju'];['pdip', 'sentil', 'food', 'estate', 'babat', 'hutan', 'bu', 'mega', 'menaruh', 'perhatian', 'cnn', 'indonesia', 'indonesiakuatindonesiamaju'];['pdip', 'sentil', 'food', 'estate', 'babat', 'hutan', 'bu', 'mega', 'taruh', 'perhati', 'cnn', 'indonesia', 'indonesiakuatindonesiamaju'];pdip sentil food estate babat hutan bu mega taruh perhati cnn indonesia indonesiakuatindonesiamaju;Sumber Daya Alam;Sumber Daya Alam;Sumber Daya Alam;Sumber Daya Alam;Sumber Daya Alam;Sumber Daya Alam;Sumber Daya Alam;Sumber Daya Alam;Sumber Daya Alam;Sumber Daya Alam;Politik;Sumber Daya Alam
TXT0343;"Ini jawaban Anies ketika ditanya yg membuat tdk tunduk kepada Amerika 
Saya yakin pembenci Anies tdk akan bisa komentar apa-apa kalau lihat video ini
#AMINAjaDulu https://t.co/xkjY78n1hE [RE Boediantar4]";anies tdk tunduk amerika pembenci anies tdk komentar apaapa lihat video iniaminajadulu;['anies', 'tdk', 'tunduk', 'amerika', 'pembenci', 'anies', 'tdk', 'komentar', 'apaapa', 'lihat', 'video', 'iniaminajadulu'];['anies', 'tidak', 'tunduk', 'amerika', 'pembenci', 'anies', 'tidak', 'komentar', 'apaapa', 'lihat', 'video', 'iniaminajadulu'];['anies', 'tidak', 'tunduk', 'amerika', 'benci', 'anies', 'tidak', 'komentar', 'apaapa', 'lihat', 'video', 'iniaminajadulu'];anies tidak tunduk amerika benci anies tidak komentar apaapa lihat video iniaminajadulu;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0344;Anies Ingin Investasi dan Pertumbuhan Ekonomi Mampu Ciptakan Lapangan Kerja yang Sebanding https://t.co/bNnCCsRKYN [RE kba_news];anies investasi pertumbuhan ekonomi ciptakan lapangan kerja sebanding;['anies', 'investasi', 'pertumbuhan', 'ekonomi', 'ciptakan', 'lapangan', 'kerja', 'sebanding'];['anies', 'investasi', 'pertumbuhan', 'ekonomi', 'ciptakan', 'lapangan', 'kerja', 'sebanding'];['anies', 'investasi', 'tumbuh', 'ekonomi', 'cipta', 'lapang', 'kerja', 'banding'];anies investasi tumbuh ekonomi cipta lapang kerja banding;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0345;"Tim Anies Luruskan soal Rp 700 T, Dahnil: Kebohongan Itu Sudah Menyebar  

Dahnil mengatakan anggaran Rp 700 Triliun Kementerian Pertahanan bukan untuk pembelian alutsista bekas. Ia menuding Anies menyampaikan pernyataan soal Rp 700 T untuk alutsista bekas demi menjatuhkan Prabowo Subianto. 

""Statement Anies tersebut kebohongan yang sangat bengis dan jahat. Sengaja mau menebar hoaks hanya untuk sekadar menjatuhkan Pak Prabowo. Tidak ada anggaran Kemhan sebesar Rp 700 triliun hanya untuk alutsista bekas seperti 'omon-omon' alias omong-omong bohong Anies tersebut,"" katanya.

Ia menjelaskan anggaran Kemhan pada 2023 sekitar Rp 131 triliun. Adapun pendanaan itu digunakan untuk kesejahteraan prajurit, rumah dinas, pendidikan hingga fasilitas kesehatan untuk tentara.

""Anggaran Kemhan tahun 2023 saja sekitar Rp 131 triliunan, digunakan untuk kesejahteraan prajurit, rumah dinas, pendidikan, rumah sakit tentara dan lain-lain. Rp 30 triliunannya digunakan untuk belanja alutsista,"" kata Dahnil.

Ia menyebut anggaran Kemenhan mulai 2020 hingga 2024 sebesar Rp 680 triliun. Ia menekankan penggunaan untuk alutsista berkisar di angka 15-17 persen dari Rp 680 T.

""Nah, kalau sepanjang 2020 sampai 2024, maka anggaran Kemhan itu sebesar Rp 680-an triliun, dan itu digunakan untuk belanja prajurit, rumah, kesejahteraan, pemeliharaan alutsista dan lain-lain,"" ucap Dahnil. 

Selengkapnya, Klik: 
https://t.co/n8JF6Uj5TQ [RE KetumProDEMnew]";tim anies luruskan rp t dahnil kebohongan menyebar dahnil anggaran rp triliun kementerian pertahanan pembelian alutsista bekas menuding anies pernyataan rp t alutsista bekas menjatuhkan subianto statement anies kebohongan bengis jahat sengaja menebar hoaks menjatuhkan anggaran kemhan rp triliun alutsista bekas alias bohong anies katanyaia anggaran kemhan rp triliun pendanaan kesejahteraan prajurit rumah dinas pendidikan fasilitas kesehatan tentaraanggaran kemhan rp triliunan kesejahteraan prajurit rumah dinas pendidikan rumah sakit tentara lainlain rp triliunannya belanja alutsista dahnilia menyebut anggaran kemenhan rp triliun menekankan penggunaan alutsista berkisar angka persen rp tnah anggaran kemhan rp triliun belanja prajurit rumah kesejahteraan pemeliharaan alutsista lainlain dahnil selengkapnya klik;['tim', 'anies', 'luruskan', 'rp', 't', 'dahnil', 'kebohongan', 'menyebar', 'dahnil', 'anggaran', 'rp', 'triliun', 'kementerian', 'pertahanan', 'pembelian', 'alutsista', 'bekas', 'menuding', 'anies', 'pernyataan', 'rp', 't', 'alutsista', 'bekas', 'menjatuhkan', 'subianto', 'statement', 'anies', 'kebohongan', 'bengis', 'jahat', 'sengaja', 'menebar', 'hoaks', 'menjatuhkan', 'anggaran', 'kemhan', 'rp', 'triliun', 'alutsista', 'bekas', 'alias', 'bohong', 'anies', 'katanyaia', 'anggaran', 'kemhan', 'rp', 'triliun', 'pendanaan', 'kesejahteraan', 'prajurit', 'rumah', 'dinas', 'pendidikan', 'fasilitas', 'kesehatan', 'tentaraanggaran', 'kemhan', 'rp', 'triliunan', 'kesejahteraan', 'prajurit', 'rumah', 'dinas', 'pendidikan', 'rumah', 'sakit', 'tentara', 'lainlain', 'rp', 'triliunannya', 'belanja', 'alutsista', 'dahnilia', 'menyebut', 'anggaran', 'kemenhan', 'rp', 'triliun', 'menekankan', 'penggunaan', 'alutsista', 'berkisar', 'angka', 'persen', 'rp', 'tnah', 'anggaran', 'kemhan', 'rp', 'triliun', 'belanja', 'prajurit', 'rumah', 'kesejahteraan', 'pemeliharaan', 'alutsista', 'lainlain', 'dahnil', 'selengkapnya', 'klik'];['tim', 'anies', 'luruskan', 'rp', 't', 'dahnil', 'kebohongan', 'menyebar', 'dahnil', 'anggaran', 'rp', 'triliun', 'kementerian', 'pertahanan', 'pembelian', 'alutsista', 'bekas', 'menuding', 'anies', 'pernyataan', 'rp', 't', 'alutsista', 'bekas', 'menjatuhkan', 'subianto', 'statement', 'anies', 'kebohongan', 'bengis', 'jahat', 'sengaja', 'menebar', 'hoaks', 'menjatuhkan', 'anggaran', 'kemhan', 'rp', 'triliun', 'alutsista', 'bekas', 'alias', 'bohong', 'anies', 'katanyaia', 'anggaran', 'kemhan', 'rp', 'triliun', 'pendanaan', 'kesejahteraan', 'prajurit', 'rumah', 'dinas', 'pendidikan', 'fasilitas', 'kesehatan', 'tentaraanggaran', 'kemhan', 'rp', 'triliunan', 'kesejahteraan', 'prajurit', 'rumah', 'dinas', 'pendidikan', 'rumah', 'sakit', 'tentara', 'lainlain', 'rp', 'triliunannya', 'belanja', 'alutsista', 'dahnilia', 'menyebut', 'anggaran', 'kemenhan', 'rp', 'triliun', 'menekankan', 'penggunaan', 'alutsista', 'berkisar', 'angka', 'persen', 'rp', 'tnah', 'anggaran', 'kemhan', 'rp', 'triliun', 'belanja', 'prajurit', 'rumah', 'kesejahteraan', 'pemeliharaan', 'alutsista', 'lainlain', 'dahnil', 'selengkapnya', 'klik'];['tim', 'anies', 'lurus', 'rp', 't', 'dahnil', 'bohong', 'sebar', 'dahnil', 'anggar', 'rp', 'triliun', 'menteri', 'tahan', 'beli', 'alutsista', 'bekas', 'tuding', 'anies', 'nyata', 'rp', 't', 'alutsista', 'bekas', 'jatuh', 'subianto', 'statement', 'anies', 'bohong', 'bengis', 'jahat', 'sengaja', 'tebar', 'hoaks', 'jatuh', 'anggar', 'kemhan', 'rp', 'triliun', 'alutsista', 'bekas', 'alias', 'bohong', 'anies', 'katanyaia', 'anggar', 'kemhan', 'rp', 'triliun', 'dana', 'sejahtera', 'prajurit', 'rumah', 'dinas', 'didik', 'fasilitas', 'sehat', 'tentaraanggaran', 'kemhan', 'rp', 'triliun', 'sejahtera', 'prajurit', 'rumah', 'dinas', 'didik', 'rumah', 'sakit', 'tentara', 'lainlain', 'rp', 'triliun', 'belanja', 'alutsista', 'dahnilia', 'sebut', 'anggar', 'kemenhan', 'rp', 'triliun', 'tekan', 'guna', 'alutsista', 'kisar', 'angka', 'persen', 'rp', 'tnah', 'anggar', 'kemhan', 'rp', 'triliun', 'belanja', 'prajurit', 'rumah', 'sejahtera', 'pelihara', 'alutsista', 'lainlain', 'dahnil', 'lengkap', 'klik'];tim anies lurus rp t dahnil bohong sebar dahnil anggar rp triliun menteri tahan beli alutsista bekas tuding anies nyata rp t alutsista bekas jatuh subianto statement anies bohong bengis jahat sengaja tebar hoaks jatuh anggar kemhan rp triliun alutsista bekas alias bohong anies katanyaia anggar kemhan rp triliun dana sejahtera prajurit rumah dinas didik fasilitas sehat tentaraanggaran kemhan rp triliun sejahtera prajurit rumah dinas didik rumah sakit tentara lainlain rp triliun belanja alutsista dahnilia sebut anggar kemenhan rp triliun tekan guna alutsista kisar angka persen rp tnah anggar kemhan rp triliun belanja prajurit rumah sejahtera pelihara alutsista lainlain dahnil lengkap klik;Ekonomi;Pertahanan dan Keamanan;Ekonomi;Ekonomi;Pertahanan dan Keamanan;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0346;Timnas AMIN Ungkap Sudah 7 Kali Acara Anies Tiba-tiba Tak Bisa Dilaksanakan https://t.co/DMwzF7KGA4 [RE OposisiCerdas];timnas amin kali acara anies tibatiba dilaksanakan;['timnas', 'amin', 'kali', 'acara', 'anies', 'tibatiba', 'dilaksanakan'];['timnas', 'amin', 'kali', 'acara', 'anies', 'tibatiba', 'dilaksanakan'];['timnas', 'amin', 'kali', 'acara', 'anies', 'tibatiba', 'laksana'];timnas amin kali acara anies tibatiba laksana;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0347;"Ganjar-Mahfud punya kebijakan kesejahteraan yang top abis @Pohongkriuk 
#GanjarMahfudM3nangDebat
#GanjarMahfud2024
#Coblos3 https://t.co/ZBmgx9l6Ts";kebijakan kesejahteraan top abis pohongkriuk;['kebijakan', 'kesejahteraan', 'top', 'abis', 'pohongkriuk'];['kebijakan', 'kesejahteraan', 'top', 'habis', 'pohongkriuk'];['bijak', 'sejahtera', 'top', 'habis', 'pohongkriuk'];bijak sejahtera top habis pohongkriuk;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0348;"Bersama Ganjar Pranowo kita wujudkan kesejahteraan yang adil dan merata GanjarMahfud2024 Bandung BandungÃ‚Â 

 Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres https://t.co/6dmaFktqEK";wujudkan kesejahteraan adil merata bandung bandung hebat;['wujudkan', 'kesejahteraan', 'adil', 'merata', 'bandung', 'bandung', 'hebat'];['wujudkan', 'kesejahteraan', 'adil', 'merata', 'bandung', 'bandung', 'hebat'];['wujud', 'sejahtera', 'adil', 'rata', 'bandung', 'bandung', 'hebat'];wujud sejahtera adil rata bandung bandung hebat;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0349;"Ganjar-Mahfud, pemimpin yang tulus, memberikan perhatian khusus pada pembangunan ekonomi daerah untuk meningkatkan kesejahteraan seluruh Indonesia @aleasyaa 
#GanjarMahfudM3nangDebat
#GanjarMahfud2024
#Coblos3 https://t.co/jZe1ied8ma";pemimpin tulus perhatian khusus pembangunan ekonomi daerah meningkatkan kesejahteraan indonesia aleasyaa;['pemimpin', 'tulus', 'perhatian', 'khusus', 'pembangunan', 'ekonomi', 'daerah', 'meningkatkan', 'kesejahteraan', 'indonesia', 'aleasyaa'];['pemimpin', 'tulus', 'perhatian', 'khusus', 'pembangunan', 'ekonomi', 'daerah', 'meningkatkan', 'kesejahteraan', 'indonesia', 'aleasyaa'];['pimpin', 'tulus', 'perhati', 'khusus', 'bangun', 'ekonomi', 'daerah', 'tingkat', 'sejahtera', 'indonesia', 'aleasyaa'];pimpin tulus perhati khusus bangun ekonomi daerah tingkat sejahtera indonesia aleasyaa;Geografi;Ekonomi;Ekonomi;Geografi;Ekonomi;Geografi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Geografi
