,Text,new_text2,Tokeniz,baku_text,stemmed_text
124,anies kehilangan otoritas bicara etika pada debat ini belum bicara rekam jejak ya pada debat ini saja setidaknya ada  hal dia melakukan kebohongan publik demi menjatuhkan rival politikberbohong terkait belanja alutsista bekas  triliunmenyebut tidak ada yang rahasia dalam pertahanan ini berbahaya seolah mau menggadaikan keselamatan dan kedaulatan indonesiakemudian omonomon terkait diplomasi internasional pak prabowo ingin datang dan hadir di forum internasional dengan memulai memperbaiki kekuatan domestik pertahanan kuat ekonomi sejahtera budaya kaya maka proses diplomasi kita akan bermartabat karena datang dengan teladan berbeda mas anies datang berdiplomasi dengan modal omonomon ini bak cowok yang gombal ke cewek akan  bahwa dia pintar punya kekayaan dan bisa membantu mensejahterakan tapi faktanya bokek dan berbohong ya gak ada yg hormat dan mau dengar kita di dunia internasional bila begitu ,kehilangan otoritas bicara etika debat bicara debat kebohongan publik menjatuhkan rival politikberbohong terkait belanja alutsista bekas triliunmenyebut rahasia pertahanan berbahaya menggadaikan keselamatan kedaulatan indonesiakemudian omonomon terkait diplomasi internasional forum internasional memperbaiki kekuatan domestik pertahanan ekonomi budaya kaya proses diplomasi bermartabat teladan berbeda berdiplomasi modal omonomon bak cowok gombal cewek pintar kekayaan membantu mensejahterakan faktanya bokek berbohong gak hormat dengar dunia internasional,"['kehilangan', 'otoritas', 'bicara', 'etika', 'debat', 'bicara', 'debat', 'kebohongan', 'publik', 'menjatuhkan', 'rival', 'politikberbohong', 'terkait', 'belanja', 'alutsista', 'bekas', 'triliunmenyebut', 'rahasia', 'pertahanan', 'berbahaya', 'menggadaikan', 'keselamatan', 'kedaulatan', 'indonesiakemudian', 'omonomon', 'terkait', 'diplomasi', 'internasional', 'forum', 'internasional', 'memperbaiki', 'kekuatan', 'domestik', 'pertahanan', 'ekonomi', 'budaya', 'kaya', 'proses', 'diplomasi', 'bermartabat', 'teladan', 'berbeda', 'berdiplomasi', 'modal', 'omonomon', 'bak', 'cowok', 'gombal', 'cewek', 'pintar', 'kekayaan', 'membantu', 'mensejahterakan', 'faktanya', 'bokek', 'berbohong', 'gak', 'hormat', 'dengar', 'dunia', 'internasional']","['kehilangan', 'otoritas', 'bicara', 'etika', 'debat', 'bicara', 'debat', 'kebohongan', 'publik', 'menjatuhkan', 'rival', 'politikberbohong', 'terkait', 'belanja', 'alutsista', 'bekas', 'triliunmenyebut', 'rahasia', 'pertahanan', 'berbahaya', 'menggadaikan', 'keselamatan', 'kedaulatan', 'indonesiakemudian', 'omonomon', 'terkait', 'diplomasi', 'internasional', 'forum', 'internasional', 'memperbaiki', 'kekuatan', 'domestik', 'pertahanan', 'ekonomi', 'budaya', 'kayak', 'proses', 'diplomasi', 'bermartabat', 'teladan', 'berbeda', 'berdiplomasi', 'modal', 'omonomon', 'bak', 'cowok', 'gombal', 'cewek', 'pintar', 'kekayaan', 'membantu', 'mensejahterakan', 'faktanya', 'bokek', 'berbohong', 'enggak', 'hormat', 'dengar', 'dunia', 'internasional']","['hilang', 'otoritas', 'bicara', 'etika', 'debat', 'bicara', 'debat', 'bohong', 'publik', 'jatuh', 'rival', 'politikberbohong', 'kait', 'belanja', 'alutsista', 'bekas', 'triliunmenyebut', 'rahasia', 'tahan', 'bahaya', 'gadai', 'selamat', 'daulat', 'indonesiakemudian', 'omonomon', 'kait', 'diplomasi', 'internasional', 'forum', 'internasional', 'baik', 'kuat', 'domestik', 'tahan', 'ekonomi', 'budaya', 'kayak', 'proses', 'diplomasi', 'martabat', 'teladan', 'beda', 'diplomasi', 'modal', 'omonomon', 'bak', 'cowok', 'gombal', 'cewek', 'pintar', 'kaya', 'bantu', 'sejahtera', 'fakta', 'bokek', 'bohong', 'enggak', 'hormat', 'dengar', 'dunia', 'internasional']"
125,  ganjar mahfud hebat   dulujokowisekarangganjar  demokrasi dan toleransi antar umat beragama akan dijunjung tinggi  ganjar mahfud hebat   ,demokrasi toleransi umat beragama dijunjung,"['demokrasi', 'toleransi', 'umat', 'beragama', 'dijunjung']","['demokrasi', 'toleransi', 'umat', 'beragama', 'dijunjung']","['demokrasi', 'toleransi', 'umat', 'agama', 'junjung']"
126, kompascom anggaran belanja kemenhan justru fantastis selama prabowo jadi menhan jauh lbh besar dari  sebelum  pandemi hampir tdk ada bagi anggaran belanja kemenhan ,kompascom anggaran belanja kemenhan fantastis lbh pandemi tdk anggaran belanja kemenhan,"['kompascom', 'anggaran', 'belanja', 'kemenhan', 'fantastis', 'lbh', 'pandemi', 'tdk', 'anggaran', 'belanja', 'kemenhan']","['kompascom', 'anggaran', 'belanja', 'kemenhan', 'fantastis', 'lebih', 'pandemi', 'tidak', 'anggaran', 'belanja', 'kemenhan']","['kompascom', 'anggar', 'belanja', 'kemenhan', 'fantastis', 'lebih', 'pandemi', 'tidak', 'anggar', 'belanja', 'kemenhan']"
127,jaminan anies akan merangkul semua pihak jika menang liat rekam jejaknya saat beliau menjadi gubernurkpuberjamaahjegalanies kpuberjamaahjegalanies  ,jaminan merangkul liat jejaknya gubernurkpuberjamaahjegalanies kpuberjamaahjegalanies,"['jaminan', 'merangkul', 'liat', 'jejaknya', 'gubernurkpuberjamaahjegalanies', 'kpuberjamaahjegalanies']","['jaminan', 'merangkul', 'lihat', 'jejaknya', 'gubernurkpuberjamaahjegalanies', 'kpuberjamaahjegalanies']","['jamin', 'rangkul', 'lihat', 'jejak', 'gubernurkpuberjamaahjegalanies', 'kpuberjamaahjegalanies']"
128,berhentilah membuat narasi seakan bersatunya jokowi  prabowo yg dilanjutkan dg bangun dinasti kekuasaan adalah solusi terbaik bangsa  justru bisa sebaliknyanasakom dulu juga dipuji sbg alasan persatuan ternyata bersatu utk hancurkan bangsa ,berhentilah narasi seakan bersatunya dilanjutkan dinasti kekuasaan solusi terbaik bangsa sebaliknyanasakom dipuji sbg alasan persatuan bersatu hancurkan bangsa,"['berhentilah', 'narasi', 'seakan', 'bersatunya', 'dilanjutkan', 'dinasti', 'kekuasaan', 'solusi', 'terbaik', 'bangsa', 'sebaliknyanasakom', 'dipuji', 'sbg', 'alasan', 'persatuan', 'bersatu', 'hancurkan', 'bangsa']","['berhentilah', 'narasi', 'seakan', 'bersatunya', 'dilanjutkan', 'dinasti', 'kekuasaan', 'solusi', 'terbaik', 'bangsa', 'sebaliknyanasakom', 'dipuji', 'sebagai', 'alasan', 'persatuan', 'bersatu', 'hancurkan', 'bangsa']","['henti', 'narasi', 'akan', 'satu', 'lanjut', 'dinasti', 'kuasa', 'solusi', 'baik', 'bangsa', 'sebaliknyanasakom', 'puji', 'bagai', 'alas', 'satu', 'satu', 'hancur', 'bangsa']"
129, itu pak prabowo punya jejak digital pelanggaran ham,digital pelanggaran ham,"['digital', 'pelanggaran', 'ham']","['digital', 'pelanggaran', 'ham']","['digital', 'langgar', 'ham']"
130,terkait ajakan prabowo bahas anggaran pertahanan anies pembahasan uang rakyat harus di depan rakyatada hal teknis yg bersifat rahasia misalnya terkait alat ini alat itu ttp kalau terkait anggaran hrs diceritakan di depan rakyat secara terbuka,terkait ajakan bahas anggaran pertahanan pembahasan uang rakyatada teknis bersifat rahasia terkait alat alat ttp terkait anggaran hrs diceritakan terbuka,"['terkait', 'ajakan', 'bahas', 'anggaran', 'pertahanan', 'pembahasan', 'uang', 'rakyatada', 'teknis', 'bersifat', 'rahasia', 'terkait', 'alat', 'alat', 'ttp', 'terkait', 'anggaran', 'hrs', 'diceritakan', 'terbuka']","['terkait', 'ajakan', 'bahas', 'anggaran', 'pertahanan', 'pembahasan', 'uang', 'rakyatada', 'teknis', 'bersifat', 'rahasia', 'terkait', 'alat', 'alat', 'tetap', 'terkait', 'anggaran', 'harus', 'diceritakan', 'terbuka']","['kait', 'aja', 'bahas', 'anggar', 'tahan', 'bahas', 'uang', 'rakyatada', 'teknis', 'sifat', 'rahasia', 'kait', 'alat', 'alat', 'tetap', 'kait', 'anggar', 'harus', 'cerita', 'buka']"
131,prabowo fokus pada peningkatan keterampilan tenaga kerja indonesia indonesiakuatindonesiamaju ,fokus peningkatan keterampilan tenaga kerja,"['fokus', 'peningkatan', 'keterampilan', 'tenaga', 'kerja']","['fokus', 'peningkatan', 'keterampilan', 'tenaga', 'kerja']","['fokus', 'tingkat', 'terampil', 'tenaga', 'kerja']"
132,  ganjar pranowo gubernur yang tidak hanya sukses d kepemimpinan tapi juga memiliki sisi kemanusiaan yang begitu menghangatkan ganjar mahfud hebat   nazarpemilu  ,d kepemimpinan memiliki sisi kemanusiaan menghangatkan nazarpemilu,"['d', 'kepemimpinan', 'memiliki', 'sisi', 'kemanusiaan', 'menghangatkan', 'nazarpemilu']","['ada', 'kepemimpinan', 'memiliki', 'sisi', 'kemanusiaan', 'menghangatkan', 'nazarpemilu']","['ada', 'pimpin', 'milik', 'sisi', 'manusia', 'hangat', 'nazarpemilu']"
133,lebih dr separo tni kita tdk punya rumah bapak sudah jadi menhan  tahun dan sekarang mengatakansaya akan tingkatkan kesejahteraan tni mestinya tunjukkan buktinya apa yg sudah bapak lakukananies debat pilpres   januari   ,separo tdk mengatakansaya tingkatkan kesejahteraan mestinya tunjukkan buktinya lakukananies debat pilpres,"['separo', 'tdk', 'mengatakansaya', 'tingkatkan', 'kesejahteraan', 'mestinya', 'tunjukkan', 'buktinya', 'lakukananies', 'debat', 'pilpres']","['separo', 'tidak', 'mengatakansaya', 'tingkatkan', 'kesejahteraan', 'mestinya', 'tunjukkan', 'buktinya', 'lakukananies', 'debat', 'pilpres']","['paro', 'tidak', 'mengatakansaya', 'tingkat', 'sejahtera', 'mesti', 'tunjuk', 'bukti', 'lakukananies', 'debat', 'pilpres']"
134,kurasa sekarang pr besar anies adalah ga malesmalesan menjawab bahwa dia bukan bagian dr kelompok yg memainkan isu sarapr besar kita adalah berenti ngomongin isu toleransi di ruangruang berac hotelhotel mewah karna intoleransi justru lahir dr ketimpangan yg ga terjawab ,kurasa pr ga malesmalesan kelompok memainkan isu sarapr berenti ngomongin isu toleransi ruangruang berac hotelhotel mewah karna intoleransi lahir ketimpangan ga terjawab,"['kurasa', 'pr', 'ga', 'malesmalesan', 'kelompok', 'memainkan', 'isu', 'sarapr', 'berenti', 'ngomongin', 'isu', 'toleransi', 'ruangruang', 'berac', 'hotelhotel', 'mewah', 'karna', 'intoleransi', 'lahir', 'ketimpangan', 'ga', 'terjawab']","['kurasa', 'pr', 'enggak', 'malesmalesan', 'kelompok', 'memainkan', 'isu', 'sarapr', 'berenti', 'mengomongkan', 'isu', 'toleransi', 'ruangruang', 'berac', 'hotelhotel', 'mewah', 'karena', 'intoleransi', 'lahir', 'ketimpangan', 'enggak', 'terjawab']","['rasa', 'pr', 'enggak', 'malesmalesan', 'kelompok', 'main', 'isu', 'sarapr', 'renti', 'omong', 'isu', 'toleransi', 'ruangruang', 'berac', 'hotelhotel', 'mewah', 'karena', 'intoleransi', 'lahir', 'timpang', 'enggak', 'jawab']"
135,prabowo tamat jokowi tidak akan selamat  ,tamat selamat,"['tamat', 'selamat']","['tamat', 'selamat']","['tamat', 'selamat']"
136,psiid  wkakakakaka kalian ngepost ini tapi prabowo di kpk bilang korupsi karena pejabat gajinya rendah wakakakakmalah dia mau naikin gaji pejabat wakakakaka anti tesa prabowo banget kalian,psiid wkakakakaka ngepost kpk bilang korupsi pejabat gajinya rendah wakakakakmalah naikin gaji pejabat wakakakaka anti tesa,"['psiid', 'wkakakakaka', 'ngepost', 'kpk', 'bilang', 'korupsi', 'pejabat', 'gajinya', 'rendah', 'wakakakakmalah', 'naikin', 'gaji', 'pejabat', 'wakakakaka', 'anti', 'tesa']","['psiid', 'wkakakakaka', 'ngepost', 'kpk', 'bilang', 'korupsi', 'pejabat', 'gajinya', 'rendah', 'wakakakakmalah', 'naikin', 'gaji', 'pejabat', 'wakakakaka', 'anti', 'tesa']","['psiid', 'wkakakakaka', 'ngepost', 'kpk', 'bilang', 'korupsi', 'jabat', 'gaji', 'rendah', 'wakakakakmalah', 'naikin', 'gaji', 'jabat', 'wakakakaka', 'anti', 'tesa']"
137,pertumbuhan ekonomi yang berkeadilan akan menjadi fokus utama ganjarmahfud  happy new year  ,pertumbuhan ekonomi berkeadilan fokus utama happy new year,"['pertumbuhan', 'ekonomi', 'berkeadilan', 'fokus', 'utama', 'happy', 'new', 'year']","['pertumbuhan', 'ekonomi', 'berkeadilan', 'fokus', 'utama', 'happy', 'new', 'year']","['tumbuh', 'ekonomi', 'adil', 'fokus', 'utama', 'happy', 'new', 'year']"
138,oposisicerdas rate debat capres perdana akademisi  ganjar minus dan tak nyambung oposisicerdas ganjar mahfud hebat    debatcapres ,oposisicerdas rate debat perdana akademisi minus nyambung oposisicerdas,"['oposisicerdas', 'rate', 'debat', 'perdana', 'akademisi', 'minus', 'nyambung', 'oposisicerdas']","['oposisicerdas', 'rate', 'debat', 'perdana', 'akademisi', 'minus', 'menyambung', 'oposisicerdas']","['oposisicerdas', 'rate', 'debat', 'perdana', 'akademisi', 'minus', 'sambung', 'oposisicerdas']"
139,heboh wni di malaysia dipersulit nyoblos jika tidak pilih ganjarmahfud di pemilu   ,heboh wni malaysia dipersulit nyoblos pemilu,"['heboh', 'wni', 'malaysia', 'dipersulit', 'nyoblos', 'pemilu']","['heboh', 'wni', 'malaysia', 'dipersulit', 'nyoblos', 'pemilu']","['heboh', 'wni', 'malaysia', 'sulit', 'nyoblos', 'milu']"
140,ganjarmahfud akan memastikan bahwa semua orang merasakan manfaat dari pertumbuhan ekonomi yang adil  happy new year  ,merasakan manfaat pertumbuhan ekonomi adil happy new year,"['merasakan', 'manfaat', 'pertumbuhan', 'ekonomi', 'adil', 'happy', 'new', 'year']","['merasakan', 'manfaat', 'pertumbuhan', 'ekonomi', 'adil', 'happy', 'new', 'year']","['rasa', 'manfaat', 'tumbuh', 'ekonomi', 'adil', 'happy', 'new', 'year']"
141,alisyarief patut diapresiasi apa yg diajarkan aniescondisi ekonomi  yg tdk setara dlm masyarakat efek korupsi yg terjadiharus nya kita masyarakat makmur,alisyarief patut diapresiasi diajarkan aniescondisi ekonomi tdk setara dlm efek korupsi terjadiharus nya makmur,"['alisyarief', 'patut', 'diapresiasi', 'diajarkan', 'aniescondisi', 'ekonomi', 'tdk', 'setara', 'dlm', 'efek', 'korupsi', 'terjadiharus', 'nya', 'makmur']","['alisyarief', 'patut', 'diapresiasi', 'diajarkan', 'aniescondisi', 'ekonomi', 'tidak', 'setara', 'dalam', 'efek', 'korupsi', 'terjadiharus', 'nya', 'makmur']","['alisyarief', 'patut', 'apresiasi', 'ajar', 'aniescondisi', 'ekonomi', 'tidak', 'tara', 'dalam', 'efek', 'korupsi', 'terjadiharus', 'nya', 'makmur']"
142,menteri bumn erick thohir menitipkan tanggung jawab besar menjaga persatuan bangsa indonesia kepada calon presiden nomor urut  prabowo subianto patriotprabowo prabowosangperekat prabowosatria,menteri bumn erick thohir menitipkan tanggung menjaga persatuan bangsa nomor urut patriotprabowo prabowosangperekat prabowosatria,"['menteri', 'bumn', 'erick', 'thohir', 'menitipkan', 'tanggung', 'menjaga', 'persatuan', 'bangsa', 'nomor', 'urut', 'patriotprabowo', 'prabowosangperekat', 'prabowosatria']","['menteri', 'bumn', 'erick', 'thohir', 'menitipkan', 'tanggung', 'menjaga', 'persatuan', 'bangsa', 'nomor', 'urut', 'patriotprabowo', 'prabowosangperekat', 'prabowosatria']","['menteri', 'bumn', 'erick', 'thohir', 'titip', 'tanggung', 'jaga', 'satu', 'bangsa', 'nomor', 'urut', 'patriotprabowo', 'prabowosangperekat', 'prabowosatria']"
143,ganjarmahfud sikat korupsitanyajawab capres dalam kpk ganjarpranowo menjawab soal bagaimana memberantas korupsi di negeri ini berawal dari komitmen pemimpin berdasarkan rekam jejak berlanjut pada penegakan hukum dan penguatan lembaganya maka pemberantasan korupsi akan berjalan selaras dengan pertumbuhan ekonomi ,sikat korupsitanyajawab kpk memberantas korupsi negeri komitmen pemimpin berdasarkan berlanjut penegakan hukum penguatan lembaganya pemberantasan korupsi berjalan selaras pertumbuhan ekonomi,"['sikat', 'korupsitanyajawab', 'kpk', 'memberantas', 'korupsi', 'negeri', 'komitmen', 'pemimpin', 'berdasarkan', 'berlanjut', 'penegakan', 'hukum', 'penguatan', 'lembaganya', 'pemberantasan', 'korupsi', 'berjalan', 'selaras', 'pertumbuhan', 'ekonomi']","['sikat', 'korupsitanyajawab', 'kpk', 'memberantas', 'korupsi', 'negeri', 'komitmen', 'pemimpin', 'berdasarkan', 'berlanjut', 'penegakan', 'hukum', 'penguatan', 'lembaganya', 'pemberantasan', 'korupsi', 'berjalan', 'selaras', 'pertumbuhan', 'ekonomi']","['sikat', 'korupsitanyajawab', 'kpk', 'berantas', 'korupsi', 'negeri', 'komitmen', 'pimpin', 'dasar', 'lanjut', 'tega', 'hukum', 'kuat', 'lembaga', 'berantas', 'korupsi', 'jalan', 'selaras', 'tumbuh', 'ekonomi']"
144,teruslah berjuang bersama ganjar mahfud  tetaplah semangat dan jangan pernah takutduka mendalam untuk relawan di sleman dan boyolalikita lanjutkan kawal demokrasiganjarpranowo mohmahfudmd   ,teruslah berjuang tetaplah semangat takutduka mendalam relawan sleman boyolalikita lanjutkan kawal demokrasiganjarpranowo,"['teruslah', 'berjuang', 'tetaplah', 'semangat', 'takutduka', 'mendalam', 'relawan', 'sleman', 'boyolalikita', 'lanjutkan', 'kawal', 'demokrasiganjarpranowo']","['teruslah', 'berjuang', 'tetaplah', 'semangat', 'takutduka', 'mendalam', 'relawan', 'sleman', 'boyolalikita', 'lanjutkan', 'kawal', 'demokrasiganjarpranowo']","['terus', 'juang', 'tetap', 'semangat', 'takutduka', 'dalam', 'rawan', 'sleman', 'boyolalikita', 'lanjut', 'kawal', 'demokrasiganjarpranowo']"
145,rt anies tambah pusing wkwkwk padahal di visi misi amin udah secara gamblang menyebutkan pertahanan negara fokusnya memproyeksikan kekuatan di regional dan internasional eh yg keluar dari mulut malah beda wkwkwk ,pusing wkwkwk visi misi udah gamblang pertahanan fokusnya memproyeksikan kekuatan regional internasional eh mulut beda wkwkwk,"['pusing', 'wkwkwk', 'visi', 'misi', 'udah', 'gamblang', 'pertahanan', 'fokusnya', 'memproyeksikan', 'kekuatan', 'regional', 'internasional', 'eh', 'mulut', 'beda', 'wkwkwk']","['pusing', 'wkwkwk', 'visi', 'misi', 'sudah', 'gamblang', 'pertahanan', 'fokusnya', 'memproyeksikan', 'kekuatan', 'regional', 'internasional', 'eh', 'mulut', 'beda', 'wkwkwk']","['pusing', 'wkwkwk', 'visi', 'misi', 'sudah', 'gamblang', 'tahan', 'fokus', 'proyeksi', 'kuat', 'regional', 'internasional', 'eh', 'mulut', 'beda', 'wkwkwk']"
146,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ganjarpranowopilihanumat ,pasangan dorong pertumbuhan ekonomi merata desa,"['pasangan', 'dorong', 'pertumbuhan', 'ekonomi', 'merata', 'desa']","['pasangan', 'dorong', 'pertumbuhan', 'ekonomi', 'merata', 'desa']","['pasang', 'dorong', 'tumbuh', 'ekonomi', 'rata', 'desa']"
147,ketika kikysaputrii kritik prabowo pendukung  tdk  dia apalagi sampai body shaming ketika survei burhanmuhtadi menunjukkan kenaikan  pendukung prabowogibran tdk denial menuduh dgn sebutan surepay bersyukur kita sudah berada di tempat yg tepat dan adem ,kikysaputrii kritik pendukung tdk body shaming survei burhanmuhtadi kenaikan pendukung tdk denial menuduh sebutan surepay bersyukur adem,"['kikysaputrii', 'kritik', 'pendukung', 'tdk', 'body', 'shaming', 'survei', 'burhanmuhtadi', 'kenaikan', 'pendukung', 'tdk', 'denial', 'menuduh', 'sebutan', 'surepay', 'bersyukur', 'adem']","['kikysaputrii', 'kritik', 'pendukung', 'tidak', 'body', 'shaming', 'survei', 'burhanmuhtadi', 'kenaikan', 'pendukung', 'tidak', 'denial', 'menuduh', 'sebutan', 'surepay', 'bersyukur', 'adem']","['kikysaputrii', 'kritik', 'dukung', 'tidak', 'body', 'shaming', 'survei', 'burhanmuhtadi', 'naik', 'dukung', 'tidak', 'denial', 'tuduh', 'sebut', 'surepay', 'syukur', 'adem']"
148,regulasi platform digital yang berkeadilan dari ganjarmahfud bikin kita lebih kuat lebih mampu bersaing semoga indonesia makin jadi pemain utama di kancah ekonomi digital global doyantidurxixi happy new year  ,regulasi platform digital berkeadilan bikin bersaing semoga pemain utama kancah ekonomi digital global doyantidurxixi happy new year,"['regulasi', 'platform', 'digital', 'berkeadilan', 'bikin', 'bersaing', 'semoga', 'pemain', 'utama', 'kancah', 'ekonomi', 'digital', 'global', 'doyantidurxixi', 'happy', 'new', 'year']","['regulasi', 'platform', 'digital', 'berkeadilan', 'bikin', 'bersaing', 'semoga', 'pemain', 'utama', 'kancah', 'ekonomi', 'digital', 'global', 'doyantidurxixi', 'happy', 'new', 'year']","['regulasi', 'platform', 'digital', 'adil', 'bikin', 'saing', 'moga', 'main', 'utama', 'kancah', 'ekonomi', 'digital', 'global', 'doyantidurxixi', 'happy', 'new', 'year']"
